feature_name,feature_group,task_specific,valid_task_types,requires_text,requires_audio,language_dependent_tooling,description
pd_percentage_units_mentioned,pd,1,PD_CTP,1,0,1,pd percentage units mentioned
pd_keyword_ttr,pd,1,PD_CTP,1,0,1,pd keyword ttr
pd_mean_utterance_to_unit_similarity,pd,1,PD_CTP,1,0,1,pd mean utterance to unit similarity
pd_global_prompt_coherence,pd,1,PD_CTP,1,0,1,pd global prompt coherence
pd_detected_prompt_score,pd,1,PD_CTP,1,0,1,pd detected prompt score
rd_reference_token_coverage,rd,1,READING,1,0,1,rd reference token coverage
rd_reference_bigram_coverage,rd,1,READING,1,0,1,rd reference bigram coverage
rd_prompt_similarity,rd,1,READING,1,0,1,rd prompt similarity
rd_sequence_match_ratio,rd,1,READING,1,0,1,rd sequence match ratio
rd_reference_order_score,rd,1,READING,1,0,1,rd reference order score
rd_omission_ratio,rd,1,READING,1,0,1,rd omission ratio
rd_insertion_ratio,rd,1,READING,1,0,1,rd insertion ratio
rd_repetition_ratio,rd,1,READING,1,0,1,rd repetition ratio
rd_pause_per_reference_token,rd,1,READING,1,0,1,rd pause per reference token
rd_content_word_recall_ratio,rd,1,READING,1,0,1,rd content word recall ratio
sr_propositions_recalled_count,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr propositions recalled count
sr_propositions_recalled_ratio,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr propositions recalled ratio
sr_key_event_coverage,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr key event coverage
sr_event_order_score,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr event order score
sr_intrusion_count,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr intrusion count
sr_semantic_similarity_to_reference_story,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr semantic similarity to reference story
sr_repetition_rate,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr repetition rate
sr_content_density,sr,1,STORY_NARRATIVE|PICTURE_RECALL|PICTURE_STORY,1,0,1,sr content density
ft_item_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft item count
ft_unique_item_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft unique item count
ft_repetition_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft repetition count
ft_intrusion_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft intrusion count
ft_valid_item_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft valid item count
ft_valid_item_ratio,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft valid item ratio
ft_items_per_second,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft items per second
ft_mean_cluster_size,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft mean cluster size
ft_letter_valid_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft letter valid count
ft_letter_violation_count,ft,1,FLUENCY|DETECTED_LIST_FLUENCY,1,0,1,ft letter violation count
fc_topic_coherence,fc,1,CONVERSATION,1,0,1,fc topic coherence
fc_topic_switch_rate,fc,1,CONVERSATION,1,0,1,fc topic switch rate
fc_embedding_dispersion,fc,1,CONVERSATION,1,0,1,fc embedding dispersion
fc_named_entity_density,fc,1,CONVERSATION,1,0,1,fc named entity density
fc_repetition_rate,fc,1,CONVERSATION,1,0,1,fc repetition rate
fc_mean_utterance_similarity,fc,1,CONVERSATION,1,0,1,fc mean utterance similarity
fc_first_last_similarity,fc,1,CONVERSATION,1,0,1,fc first last similarity
fc_topic_return_ratio,fc,1,CONVERSATION,1,0,1,fc topic return ratio
cmd_token_count,cmd,1,COMMAND,1,0,1,cmd token count
cmd_unique_token_ratio,cmd,1,COMMAND,1,0,1,cmd unique token ratio
cmd_utterance_count,cmd,1,COMMAND,1,0,1,cmd utterance count
cmd_mean_utterance_length,cmd,1,COMMAND,1,0,1,cmd mean utterance length
cmd_device_keyword_ratio,cmd,1,COMMAND,1,0,1,cmd device keyword ratio
cmd_request_marker_ratio,cmd,1,COMMAND,1,0,1,cmd request marker ratio
cmd_action_verb_ratio,cmd,1,COMMAND,1,0,1,cmd action verb ratio
cmd_repetition_rate,cmd,1,COMMAND,1,0,1,cmd repetition rate
cmd_duration_per_token,cmd,1,COMMAND,1,0,1,cmd duration per token
rep_token_count,rep,1,REPETITION,1,0,1,rep token count
rep_unique_token_ratio,rep,1,REPETITION,1,0,1,rep unique token ratio
rep_immediate_repetition_count,rep,1,REPETITION,1,0,1,rep immediate repetition count
rep_repetition_rate,rep,1,REPETITION,1,0,1,rep repetition rate
rep_bigram_repetition_rate,rep,1,REPETITION,1,0,1,rep bigram repetition rate
rep_sequence_match_to_reference,rep,1,REPETITION,1,0,1,rep sequence match to reference
rep_reference_token_coverage,rep,1,REPETITION,1,0,1,rep reference token coverage
rep_duration_per_token,rep,1,REPETITION,1,0,1,rep duration per token
ms_token_count,ms,1,MOTOR_SPEECH,1,0,1,ms token count
ms_target_syllable_count,ms,1,MOTOR_SPEECH,1,0,1,ms target syllable count
ms_target_syllable_ratio,ms,1,MOTOR_SPEECH,1,0,1,ms target syllable ratio
ms_alternation_switch_count,ms,1,MOTOR_SPEECH,1,0,1,ms alternation switch count
ms_unique_syllable_ratio,ms,1,MOTOR_SPEECH,1,0,1,ms unique syllable ratio
ms_repetition_rate,ms,1,MOTOR_SPEECH,1,0,1,ms repetition rate
ms_tokens_per_second,ms,1,MOTOR_SPEECH,1,0,1,ms tokens per second
ms_target_syllables_per_second,ms,1,MOTOR_SPEECH,1,0,1,ms target syllables per second
na_utterance_count,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na utterance count
na_mean_utterance_length,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na mean utterance length
na_temporal_marker_density,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na temporal marker density
na_causal_marker_density,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na causal marker density
na_first_person_ratio,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na first person ratio
na_procedural_marker_density,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na procedural marker density
na_topic_coherence,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na topic coherence
na_topic_switch_rate,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na topic switch rate
na_repetition_rate,na,1,MIXED_PROTOCOL|PROCEDURAL|PERSONAL_NARRATIVE|STORY_NARRATIVE,1,0,1,na repetition rate
pr_np_count,pr,0,ALL,1,0,1,pr np count
pr_vp_count,pr,0,ALL,1,0,1,pr vp count
pr_pp_count,pr,0,ALL,1,0,1,pr pp count
pr_adjp_count,pr,0,ALL,1,0,1,pr adjp count
pr_advp_count,pr,0,ALL,1,0,1,pr advp count
pr_np_ratio,pr,0,ALL,1,0,1,pr np ratio
pr_vp_ratio,pr,0,ALL,1,0,1,pr vp ratio
pr_pp_ratio,pr,0,ALL,1,0,1,pr pp ratio
pr_adjp_ratio,pr,0,ALL,1,0,1,pr adjp ratio
pr_advp_ratio,pr,0,ALL,1,0,1,pr advp ratio
pr_np_mean_len,pr,0,ALL,1,0,1,pr np mean len
pr_vp_mean_len,pr,0,ALL,1,0,1,pr vp mean len
pr_pp_mean_len,pr,0,ALL,1,0,1,pr pp mean len
pr_adjp_mean_len,pr,0,ALL,1,0,1,pr adjp mean len
pr_advp_mean_len,pr,0,ALL,1,0,1,pr advp mean len
pr_np_rate,pr,0,ALL,1,0,1,pr np rate
pr_vp_rate,pr,0,ALL,1,0,1,pr vp rate
pr_pp_rate,pr,0,ALL,1,0,1,pr pp rate
pr_adjp_rate,pr,0,ALL,1,0,1,pr adjp rate
pr_advp_rate,pr,0,ALL,1,0,1,pr advp rate
pr_chunk_density,pr,0,ALL,1,0,1,pr chunk density
pr_chunk_diversity,pr,0,ALL,1,0,1,pr chunk diversity
pr_det_noun_ratio,pr,0,ALL,1,0,1,pr det noun ratio
pr_adj_noun_ratio,pr,0,ALL,1,0,1,pr adj noun ratio
pr_pron_verb_ratio,pr,0,ALL,1,0,1,pr pron verb ratio
pr_noun_verb_ratio,pr,0,ALL,1,0,1,pr noun verb ratio
pr_verb_det_ratio,pr,0,ALL,1,0,1,pr verb det ratio
pr_adp_noun_ratio,pr,0,ALL,1,0,1,pr adp noun ratio
pr_aux_verb_ratio,pr,0,ALL,1,0,1,pr aux verb ratio
pr_verb_adv_ratio,pr,0,ALL,1,0,1,pr verb adv ratio
pr_adv_verb_ratio,pr,0,ALL,1,0,1,pr adv verb ratio
pr_noun_adp_ratio,pr,0,ALL,1,0,1,pr noun adp ratio
pr_verb_pron_ratio,pr,0,ALL,1,0,1,pr verb pron ratio
pr_cconj_pron_ratio,pr,0,ALL,1,0,1,pr cconj pron ratio
pr_sconj_pron_ratio,pr,0,ALL,1,0,1,pr sconj pron ratio
pr_adp_det_ratio,pr,0,ALL,1,0,1,pr adp det ratio
pr_det_adj_ratio,pr,0,ALL,1,0,1,pr det adj ratio
pr_det_adj_noun_ratio,pr,0,ALL,1,0,1,pr det adj noun ratio
pr_det_noun_verb_ratio,pr,0,ALL,1,0,1,pr det noun verb ratio
pr_pron_aux_verb_ratio,pr,0,ALL,1,0,1,pr pron aux verb ratio
pr_pron_verb_det_ratio,pr,0,ALL,1,0,1,pr pron verb det ratio
pr_adp_det_noun_ratio,pr,0,ALL,1,0,1,pr adp det noun ratio
pr_noun_aux_verb_ratio,pr,0,ALL,1,0,1,pr noun aux verb ratio
pr_root_verb_ratio,pr,0,ALL,1,0,1,pr root verb ratio
pr_root_noun_ratio,pr,0,ALL,1,0,1,pr root noun ratio
pr_root_pron_ratio,pr,0,ALL,1,0,1,pr root pron ratio
pr_root_adj_ratio,pr,0,ALL,1,0,1,pr root adj ratio
sx_sentence_length_q25,sx,0,ALL,1,0,1,sx sentence length q25
sx_sentence_length_q50,sx,0,ALL,1,0,1,sx sentence length q50
sx_sentence_length_q75,sx,0,ALL,1,0,1,sx sentence length q75
sx_sentence_length_cv,sx,0,ALL,1,0,1,sx sentence length cv
sx_dep_length_q25,sx,0,ALL,1,0,1,sx dep length q25
sx_dep_length_q50,sx,0,ALL,1,0,1,sx dep length q50
sx_dep_length_q75,sx,0,ALL,1,0,1,sx dep length q75
sx_tree_depth_std,sx,0,ALL,1,0,1,sx tree depth std
sx_tree_depth_q75,sx,0,ALL,1,0,1,sx tree depth q75
sx_upos_entropy,sx,0,ALL,1,0,1,sx upos entropy
sx_dep_entropy,sx,0,ALL,1,0,1,sx dep entropy
sx_clause_per_100_tokens,sx,0,ALL,1,0,1,sx clause per 100 tokens
sx_coordination_density,sx,0,ALL,1,0,1,sx coordination density
sx_modifier_density,sx,0,ALL,1,0,1,sx modifier density
sx_nominal_density,sx,0,ALL,1,0,1,sx nominal density
sx_verbal_density,sx,0,ALL,1,0,1,sx verbal density
sx_np_like_ratio,sx,0,ALL,1,0,1,sx np like ratio
sx_pp_like_ratio,sx,0,ALL,1,0,1,sx pp like ratio
sx_vp_like_ratio,sx,0,ALL,1,0,1,sx vp like ratio
sx_subject_object_balance,sx,0,ALL,1,0,1,sx subject object balance
sx_function_word_ratio_lexicon,sx,0,ALL,1,0,1,sx function word ratio lexicon
sx_content_word_ratio_lexicon,sx,0,ALL,1,0,1,sx content word ratio lexicon
sx_mean_log_lemma_freq,sx,0,ALL,1,0,1,sx mean log lemma freq
sx_std_log_lemma_freq,sx,0,ALL,1,0,1,sx std log lemma freq
sx_rare_lemma_ratio,sx,0,ALL,1,0,1,sx rare lemma ratio
sx_very_rare_lemma_ratio,sx,0,ALL,1,0,1,sx very rare lemma ratio
sx_adjacent_similarity_min,sx,0,ALL,1,0,1,sx adjacent similarity min
sx_adjacent_similarity_max,sx,0,ALL,1,0,1,sx adjacent similarity max
sx_pairwise_similarity_std,sx,0,ALL,1,0,1,sx pairwise similarity std
sx_low_similarity_frac_05,sx,0,ALL,1,0,1,sx low similarity frac 05
sx_low_similarity_frac_03,sx,0,ALL,1,0,1,sx low similarity frac 03
par_mfcc_1_mean,par,0,ALL,0,1,0,par mfcc 1 mean
par_mfcc_1_std,par,0,ALL,0,1,0,par mfcc 1 std
par_mfcc_1_skew,par,0,ALL,0,1,0,par mfcc 1 skew
par_mfcc_1_kurtosis,par,0,ALL,0,1,0,par mfcc 1 kurtosis
par_delta_mfcc_1_mean,par,0,ALL,0,1,0,par delta mfcc 1 mean
par_delta_mfcc_1_std,par,0,ALL,0,1,0,par delta mfcc 1 std
par_mfcc_2_mean,par,0,ALL,0,1,0,par mfcc 2 mean
par_mfcc_2_std,par,0,ALL,0,1,0,par mfcc 2 std
par_mfcc_2_skew,par,0,ALL,0,1,0,par mfcc 2 skew
par_mfcc_2_kurtosis,par,0,ALL,0,1,0,par mfcc 2 kurtosis
par_delta_mfcc_2_mean,par,0,ALL,0,1,0,par delta mfcc 2 mean
par_delta_mfcc_2_std,par,0,ALL,0,1,0,par delta mfcc 2 std
par_mfcc_3_mean,par,0,ALL,0,1,0,par mfcc 3 mean
par_mfcc_3_std,par,0,ALL,0,1,0,par mfcc 3 std
par_mfcc_3_skew,par,0,ALL,0,1,0,par mfcc 3 skew
par_mfcc_3_kurtosis,par,0,ALL,0,1,0,par mfcc 3 kurtosis
par_delta_mfcc_3_mean,par,0,ALL,0,1,0,par delta mfcc 3 mean
par_delta_mfcc_3_std,par,0,ALL,0,1,0,par delta mfcc 3 std
par_mfcc_4_mean,par,0,ALL,0,1,0,par mfcc 4 mean
par_mfcc_4_std,par,0,ALL,0,1,0,par mfcc 4 std
par_mfcc_4_skew,par,0,ALL,0,1,0,par mfcc 4 skew
par_mfcc_4_kurtosis,par,0,ALL,0,1,0,par mfcc 4 kurtosis
par_delta_mfcc_4_mean,par,0,ALL,0,1,0,par delta mfcc 4 mean
par_delta_mfcc_4_std,par,0,ALL,0,1,0,par delta mfcc 4 std
par_mfcc_5_mean,par,0,ALL,0,1,0,par mfcc 5 mean
par_mfcc_5_std,par,0,ALL,0,1,0,par mfcc 5 std
par_mfcc_5_skew,par,0,ALL,0,1,0,par mfcc 5 skew
par_mfcc_5_kurtosis,par,0,ALL,0,1,0,par mfcc 5 kurtosis
par_delta_mfcc_5_mean,par,0,ALL,0,1,0,par delta mfcc 5 mean
par_delta_mfcc_5_std,par,0,ALL,0,1,0,par delta mfcc 5 std
par_mfcc_6_mean,par,0,ALL,0,1,0,par mfcc 6 mean
par_mfcc_6_std,par,0,ALL,0,1,0,par mfcc 6 std
par_mfcc_6_skew,par,0,ALL,0,1,0,par mfcc 6 skew
par_mfcc_6_kurtosis,par,0,ALL,0,1,0,par mfcc 6 kurtosis
par_delta_mfcc_6_mean,par,0,ALL,0,1,0,par delta mfcc 6 mean
par_delta_mfcc_6_std,par,0,ALL,0,1,0,par delta mfcc 6 std
par_mfcc_7_mean,par,0,ALL,0,1,0,par mfcc 7 mean
par_mfcc_7_std,par,0,ALL,0,1,0,par mfcc 7 std
par_mfcc_7_skew,par,0,ALL,0,1,0,par mfcc 7 skew
par_mfcc_7_kurtosis,par,0,ALL,0,1,0,par mfcc 7 kurtosis
par_delta_mfcc_7_mean,par,0,ALL,0,1,0,par delta mfcc 7 mean
par_delta_mfcc_7_std,par,0,ALL,0,1,0,par delta mfcc 7 std
par_mfcc_8_mean,par,0,ALL,0,1,0,par mfcc 8 mean
par_mfcc_8_std,par,0,ALL,0,1,0,par mfcc 8 std
par_mfcc_8_skew,par,0,ALL,0,1,0,par mfcc 8 skew
par_mfcc_8_kurtosis,par,0,ALL,0,1,0,par mfcc 8 kurtosis
par_delta_mfcc_8_mean,par,0,ALL,0,1,0,par delta mfcc 8 mean
par_delta_mfcc_8_std,par,0,ALL,0,1,0,par delta mfcc 8 std
par_mfcc_9_mean,par,0,ALL,0,1,0,par mfcc 9 mean
par_mfcc_9_std,par,0,ALL,0,1,0,par mfcc 9 std
par_mfcc_9_skew,par,0,ALL,0,1,0,par mfcc 9 skew
par_mfcc_9_kurtosis,par,0,ALL,0,1,0,par mfcc 9 kurtosis
par_delta_mfcc_9_mean,par,0,ALL,0,1,0,par delta mfcc 9 mean
par_delta_mfcc_9_std,par,0,ALL,0,1,0,par delta mfcc 9 std
par_mfcc_10_mean,par,0,ALL,0,1,0,par mfcc 10 mean
par_mfcc_10_std,par,0,ALL,0,1,0,par mfcc 10 std
par_mfcc_10_skew,par,0,ALL,0,1,0,par mfcc 10 skew
par_mfcc_10_kurtosis,par,0,ALL,0,1,0,par mfcc 10 kurtosis
par_delta_mfcc_10_mean,par,0,ALL,0,1,0,par delta mfcc 10 mean
par_delta_mfcc_10_std,par,0,ALL,0,1,0,par delta mfcc 10 std
par_mfcc_11_mean,par,0,ALL,0,1,0,par mfcc 11 mean
par_mfcc_11_std,par,0,ALL,0,1,0,par mfcc 11 std
par_mfcc_11_skew,par,0,ALL,0,1,0,par mfcc 11 skew
par_mfcc_11_kurtosis,par,0,ALL,0,1,0,par mfcc 11 kurtosis
par_delta_mfcc_11_mean,par,0,ALL,0,1,0,par delta mfcc 11 mean
par_delta_mfcc_11_std,par,0,ALL,0,1,0,par delta mfcc 11 std
par_mfcc_12_mean,par,0,ALL,0,1,0,par mfcc 12 mean
par_mfcc_12_std,par,0,ALL,0,1,0,par mfcc 12 std
par_mfcc_12_skew,par,0,ALL,0,1,0,par mfcc 12 skew
par_mfcc_12_kurtosis,par,0,ALL,0,1,0,par mfcc 12 kurtosis
par_delta_mfcc_12_mean,par,0,ALL,0,1,0,par delta mfcc 12 mean
par_delta_mfcc_12_std,par,0,ALL,0,1,0,par delta mfcc 12 std
par_mfcc_13_mean,par,0,ALL,0,1,0,par mfcc 13 mean
par_mfcc_13_std,par,0,ALL,0,1,0,par mfcc 13 std
par_mfcc_13_skew,par,0,ALL,0,1,0,par mfcc 13 skew
par_mfcc_13_kurtosis,par,0,ALL,0,1,0,par mfcc 13 kurtosis
par_delta_mfcc_13_mean,par,0,ALL,0,1,0,par delta mfcc 13 mean
par_delta_mfcc_13_std,par,0,ALL,0,1,0,par delta mfcc 13 std
par_spectral_centroid_mean,par,0,ALL,0,1,0,par spectral centroid mean
par_spectral_centroid_std,par,0,ALL,0,1,0,par spectral centroid std
par_spectral_centroid_skew,par,0,ALL,0,1,0,par spectral centroid skew
par_spectral_centroid_kurtosis,par,0,ALL,0,1,0,par spectral centroid kurtosis
par_spectral_bandwidth_mean,par,0,ALL,0,1,0,par spectral bandwidth mean
par_spectral_bandwidth_std,par,0,ALL,0,1,0,par spectral bandwidth std
par_spectral_bandwidth_skew,par,0,ALL,0,1,0,par spectral bandwidth skew
par_spectral_bandwidth_kurtosis,par,0,ALL,0,1,0,par spectral bandwidth kurtosis
par_spectral_rolloff_mean,par,0,ALL,0,1,0,par spectral rolloff mean
par_spectral_rolloff_std,par,0,ALL,0,1,0,par spectral rolloff std
par_spectral_rolloff_skew,par,0,ALL,0,1,0,par spectral rolloff skew
par_spectral_rolloff_kurtosis,par,0,ALL,0,1,0,par spectral rolloff kurtosis
par_spectral_flatness_mean,par,0,ALL,0,1,0,par spectral flatness mean
par_spectral_flatness_std,par,0,ALL,0,1,0,par spectral flatness std
par_spectral_flatness_skew,par,0,ALL,0,1,0,par spectral flatness skew
par_spectral_flatness_kurtosis,par,0,ALL,0,1,0,par spectral flatness kurtosis
par_rms_mean,par,0,ALL,0,1,0,par rms mean
par_rms_std,par,0,ALL,0,1,0,par rms std
par_rms_skew,par,0,ALL,0,1,0,par rms skew
par_rms_kurtosis,par,0,ALL,0,1,0,par rms kurtosis
par_zcr_mean,par,0,ALL,0,1,0,par zcr mean
par_zcr_std,par,0,ALL,0,1,0,par zcr std
par_zcr_skew,par,0,ALL,0,1,0,par zcr skew
par_zcr_kurtosis,par,0,ALL,0,1,0,par zcr kurtosis
par_f0_mean,par,0,ALL,0,1,0,par f0 mean
par_f0_std,par,0,ALL,0,1,0,par f0 std
par_f0_min,par,0,ALL,0,1,0,par f0 min
par_f0_max,par,0,ALL,0,1,0,par f0 max
par_f0_median,par,0,ALL,0,1,0,par f0 median
par_f0_q25,par,0,ALL,0,1,0,par f0 q25
par_f0_q75,par,0,ALL,0,1,0,par f0 q75
par_f0_iqr,par,0,ALL,0,1,0,par f0 iqr
par_nonzero_rms_ratio,par,0,ALL,0,1,0,par nonzero rms ratio
